player_id,team_id,league_id,position,role,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,second_nation_id,weight,height,retired,free_agent,last_league_id,last_team_id,organization_id,last_organization_id,language_ids0,language_ids1,uniform_number,experience,person_type,bats,throws,personality_greed,personality_loyalty,personality_play_for_winner,personality_work_ethic,personality_intelligence,personality_leader,historical_id,historical_team_id,best_contract_offer_id,injury_is_injured,injury_dtd_injury,injury_career_ending,injury_dl_left,injury_dl_playoff_round,injury_left,dtd_injury_effect,injury_id,prone_overall,prone_leg,prone_back,prone_arm,fatigue_pitches0,fatigue_pitches1,fatigue_pitches2,fatigue_pitches3,fatigue_pitches4,fatigue_pitches5,fatigue_points,fatigue_played_today,running_ratings_speed,running_ratings_stealing,running_ratings_baserunning,college,draft_year,draft_round,draft_supplemental,draft_pick,draft_overall_pick,draft_eligible,hidden,draft_league_id,draft_team_id,turned_coach,hall_of_fame,rust,inducted,strategy_override_team,strategy_stealing,strategy_running,strategy_bunt_for_hit,strategy_sac_bunt,strategy_hit_run,strategy_hook_start,strategy_hook_relief,strategy_pitch_count,strategy_pitch_around,strategy_no_pinch_if_rested,strategy_never_pinch_hit,strategy_defensive_sub,strategy_dtd_sit_min,strategy_dtd_allow_ph,local_pop,national_pop,draft_protected,morale,morale_player_performance,morale_team_performance,morale_team_transactions,expectation,morale_player_role
46,0,0,1,12,"Fastguy","Pitcherman","",43,"1987-4-15",48485,206,0,230,200,1,1,100,1,0,1,0,-1,6,9,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,4,0,0,100,9,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,1,1,0,0,0,0,0,4,0
47,0,0,2,0,"Logan","Cox","",31,"1998-9-14",13776,206,0,195,181,1,1,101,18,0,18,0,-1,5,10,0,3,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,81,82,41,122,0,0,0,0,0,0,0,0,72,52,50,0,0,3,0,3,15,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,1,0
48,10,100,9,0,"Paulo","Di Stephano","Based Maj",31,"1998-9-2",55747,56,0,215,192,0,0,100,3,10,3,0,-1,77,12,0,2,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,25,28,11,36,0,0,0,0,0,0,0,0,120,30,120,0,0,1,0,5,5,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,6,6,0,100,160,185,0,8,0
49,0,0,4,0,"Sam","Cheung","",34,"1995-10-17",13776,206,0,175,169,1,1,101,16,0,16,1,-1,0,4,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,60,70,0,0,4,0,2,20,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,100,0,0,0,6,0
50,0,0,1,12,"Rodney","Flecha","",30,"1999-8-11",4028,206,0,280,205,1,1,100,10,0,10,0,-1,56,9,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,4,16,0,0,100,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,1,1,0,100,0,0,0,4,0
51,0,0,7,0,"Ollie","Daniels","",40,"1989-12-7",49583,206,0,175,178,1,1,101,16,0,16,1,-1,14,6,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,110,100,0,0,2,0,2,8,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,100,0,0,0,6,0
52,0,0,1,11,"Curtis","Kane","",31,"1998-12-5",71733,36,0,212,188,1,1,100,24,0,24,0,-1,52,9,0,2,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,73,64,93,64,0,0,0,0,0,0,0,0,22,1,40,0,0,3,0,3,15,0,0,100,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,3,3,0,0,0,0,0,4,0
53,0,0,1,12,"Kahlil","Callahan","",32,"1997-9-2",64144,206,0,208,187,1,1,100,25,0,25,0,-1,32,4,0,1,2,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4,0,1,19,0,0,100,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,4,0
54,0,0,3,0,"Virgil","Fox","",29,"2001-4-1",76857,206,0,225,194,1,1,100,2,0,2,1,-1,36,3,0,3,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,60,79,16,86,0,0,0,0,0,0,0,0,90,50,50,0,0,2,0,1,7,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,6,0
55,0,0,2,0,"Eric","Bilitnikov","",32,"1998-1-28",88312,156,0,189,181,1,1,100,3,0,3,5,-1,5,8,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,70,0,0,3,0,1,13,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,100,0,0,0,6,0
56,2,100,1,12,"Pete","Rose","",30,"2000-2-6",53438,206,0,220,191,0,0,100,3,2,3,0,-1,8,12,0,2,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,14,14,15,15,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,4,10,0,0,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,2,2,0,100,-180,60,0,4,0
57,0,0,1,12,"Alvin","Enax","",32,"1997-11-13",56863,206,0,199,179,1,1,100,2,0,2,1,-1,14,12,0,1,2,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,48,49,50,46,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,6,12,0,0,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,1,1,0,0,0,0,0,4,0
58,0,0,3,0,"Boomerang","Goblin","",39,"1991-4-20",32688,206,0,225,170,1,1,100,11,0,11,0,-1,90,5,0,2,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,62,75,34,78,0,0,0,0,0,0,28,1,50,30,60,0,0,3,0,2,14,0,0,100,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,6,0
59,0,0,8,0,"John","Doe","",33,"1997-7-16",20170,206,0,180,186,1,1,100,2,0,2,0,-1,17,6,0,1,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,96,0,0,1,0,1,1,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,1,1,0,100,0,0,0,6,0
60,0,0,2,0,"Joffrey","Baratheon","",32,"1998-1-3",32875,61,0,230,191,1,1,100,3,0,3,0,-1,67,10,0,2,1,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,50,0,0,1,0,6,6,0,0,100,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,1,1,0,100,0,0,0,6,0
